Origin IATA,Destination IATA,OCity,DCity,Fclass Seats,Bclass Seats,Eclass Seats,Total Seats
MEM,EWR,Memphis,Newark,0,0,0,0
MEM,COS,Memphis,Colorado Springs,0,0,0,0
RIC,ORF,Richmond,Norfolk,0,0,0,0
OAK,SLC,Oakland,Salt Lake City,0,0,0,0
OAK,PHX,Oakland,Phoenix,0,0,0,0
MEM,IND,Memphis,Indianapolis,0,0,0,0
MEM,OMA,Memphis,Omaha,0,0,0,0
SYR,BUF,Syracuse,Buffalo,0,0,0,0
MEM,BHM,Memphis,Birmingham,0,0,0,0
MEM,CHS,Memphis,Charleston,0,0,0,0
MEM,CLT,Memphis,Charlotte,0,0,0,0
IND,MEM,Indianapolis,Memphis,0,0,0,0
MEM,LAX,Memphis,Los Angeles,0,0,0,0
IND,YMX,Indianapolis,Montréal,0,0,0,0
MEM,OMA,Memphis,Omaha,0,0,0,0
OAK,SLC,Oakland,Salt Lake City,0,0,0,0
MEM,LBB,Memphis,Lubbock,0,0,0,0
MEM,DAY,Memphis,Dayton,0,0,0,0
MEM,ROA,Memphis,Roanoke,0,0,0,0
AFW,MAF,Fort Worth,Midland,0,0,0,0
MEM,FSD,Memphis,Sioux Falls,0,0,0,0
EWR,CDG,Newark,Paris,0,0,0,0
OAK,SLC,Oakland,Salt Lake City,0,0,0,0
OAK,PHX,Oakland,Phoenix,0,0,0,0
MEM,YVR,Memphis,Vancouver,0,0,0,0
MEM,STN,Memphis,London,0,0,0,0
MEM,HNL,Memphis,Honolulu,0,0,0,0
MEM,GDL,Memphis,Guadalajara,0,0,0,0
MEM,SDF,Memphis,Louisville,0,0,0,0
MEM,LRD,Memphis,Laredo,0,0,0,0
MEM,CID,Memphis,Cedar Rapids,0,0,0,0
PKB,LCK,Parkersburg,Columbus,0,0,0,0
ICT,AFW,Wichita,Fort Worth,0,0,0,0
MEM,DAY,Memphis,Dayton,0,0,0,0
MEM,LRD,Memphis,Laredo,0,0,0,0
MEM,GSP,Memphis,Greenville,0,0,0,0
MEM,SHV,Memphis,Shreveport,0,0,0,0
MEM,TYS,Memphis,Knoxville,0,0,0,0
BHM,MEM,Birmingham,Memphis,0,0,0,0
ICT,AFW,Wichita,Fort Worth,0,0,0,0
MEM,SGF,Memphis,Springfield,0,0,0,0
SCE,PIT,State College,Pittsburgh,0,0,0,0
MEM,SGF,Memphis,Springfield,0,0,0,0
SYR,BUF,Syracuse,Buffalo,0,0,0,0
MEM,BHM,Memphis,Birmingham,0,0,0,0
MEM,SAN,Memphis,San Diego,0,0,0,0
MEM,ABQ,Memphis,Albuquerque,0,0,0,0
MEM,ANC,Memphis,Anchorage,0,0,0,0
MEM,SJU,Memphis,San Juan,0,0,0,0
MEM,GSP,Memphis,Greenville,0,0,0,0
MEM,ORF,Memphis,Norfolk,0,0,0,0
MEM,RIC,Memphis,Richmond,0,0,0,0
MEM,ELP,Memphis,El Paso,0,0,0,0
MEM,LAS,Memphis,Las Vegas,0,0,0,0
MEM,LCK,Memphis,Columbus,0,0,0,0
MEM,SHV,Memphis,Shreveport,0,0,0,0
MEM,MKE,Memphis,Milwaukee,0,0,0,0
MEM,CID,Memphis,Cedar Rapids,0,0,0,0
MEM,DAY,Memphis,Dayton,0,0,0,0
OAK,LAS,Oakland,Las Vegas,0,0,0,0
BHM,MEM,Birmingham,Memphis,0,0,0,0
MEM,SGF,Memphis,Springfield,0,0,0,0
MEM,MTY,Memphis,Monterrey,0,0,0,0
MEM,SAN,Memphis,San Diego,0,0,0,0
OAK,PDX,Oakland,Portland,0,0,0,0
MEM,SAV,Memphis,Savannah,0,0,0,0
MEM,COS,Memphis,Colorado Springs,0,0,0,0
BHM,MEM,Birmingham,Memphis,0,0,0,0
MEM,PHX,Memphis,Phoenix,0,0,0,0
MEM,CHA,Memphis,Chattanooga,0,0,0,0
CHS,BNA,Charleston,Nashville,0,0,0,0
RIC,ORF,Richmond,Norfolk,0,0,0,0
MEM,SAV,Memphis,Savannah,0,0,0,0
MEM,YVR,Memphis,Vancouver,0,0,0,0
PDX,LAX,Portland,Los Angeles,0,0,0,0
MEM,PHX,Memphis,Phoenix,0,0,0,0
OAK,SEA,Oakland,Seattle,0,0,0,0
OAK,PDX,Oakland,Portland,0,0,0,0
IND,YMX,Indianapolis,Montréal,0,0,0,0
MEM,YEG,Memphis,Edmonton,0,0,0,0
MEM,DXB,Memphis,Dubai,0,0,0,0
MEM,SAV,Memphis,Savannah,0,0,0,0
MEM,BNA,Memphis,Nashville,0,0,0,0
MEM,STL,Memphis,St Louis,0,0,0,0
MEM,CSG,Memphis,Columbus,0,0,0,0
PEK,ICN,Beijing,Seoul,0,0,0,0
MEM,FSD,Memphis,Sioux Falls,0,0,0,0
CHS,BNA,Charleston,Nashville,0,0,0,0
MEM,DAY,Memphis,Dayton,0,0,0,0
MEM,ORD,Memphis,Chicago,0,0,0,0
MEM,GSO,Memphis,Greensboro,0,0,0,0
MEM,BOI,Memphis,Boise,0,0,0,0
MEM,SGF,Memphis,Springfield,0,0,0,0
MEM,TUS,Memphis,Tucson,0,0,0,0
MEM,HRL,Memphis,Harlingen,0,0,0,0
MEM,DEN,Memphis,Denver,0,0,0,0
MEM,MSP,Memphis,Minneapolis,0,0,0,0
MEM,BOI,Memphis,Boise,0,0,0,0
MEM,CDG,Memphis,Paris,0,0,0,0
DXB,CDG,Dubai,Paris,0,0,0,0
MEM,ABQ,Memphis,Albuquerque,0,0,0,0
MEM,IND,Memphis,Indianapolis,0,0,0,0
MEM,MTY,Memphis,Monterrey,0,0,0,0
MEM,MTY,Memphis,Monterrey,0,0,0,0
MEM,STL,Memphis,St Louis,0,0,0,0
DWC,CDG,Dubai,Paris,0,0,0,0
MEM,SHV,Memphis,Shreveport,0,0,0,0
MEM,OMA,Memphis,Omaha,0,0,0,0
MEM,CGN,Memphis,Cologne,0,0,0,0
MEM,BMI,Memphis,Bloomington-Normal,0,0,0,0
MEM,GJT,Memphis,Grand Junction,0,0,0,0
MEM,TUS,Memphis,Tucson,0,0,0,0
MEM,HRL,Memphis,Harlingen,0,0,0,0
MEM,STN,Memphis,London,0,0,0,0
MEM,TYS,Memphis,Knoxville,0,0,0,0
MEM,SHV,Memphis,Shreveport,0,0,0,0
MEM,PHL,Memphis,Philadelphia,0,0,0,0
MEM,CGN,Memphis,Cologne,0,0,0,0
OAK,RNO,Oakland,Reno,0,0,0,0
MEM,SAN,Memphis,San Diego,0,0,0,0
MEM,LAS,Memphis,Las Vegas,0,0,0,0
MEM,OKC,Memphis,Oklahoma City,0,0,0,0
SIN,HNL,Singapore,Honolulu,0,0,0,0
MEM,ROA,Memphis,Roanoke,0,0,0,0
MEM,CHA,Memphis,Chattanooga,0,0,0,0
MEM,STL,Memphis,St Louis,0,0,0,0
MEM,PHX,Memphis,Phoenix,0,0,0,0
MEM,ABQ,Memphis,Albuquerque,0,0,0,0
MEM,BHM,Memphis,Birmingham,0,0,0,0
MEM,HNL,Memphis,Honolulu,0,0,0,0
CHS,BNA,Charleston,Nashville,0,0,0,0
MEM,GSO,Memphis,Greensboro,0,0,0,0
MEM,GDL,Memphis,Guadalajara,0,0,0,0
MEM,YWG,Memphis,Winnipeg,0,0,0,0
SYD,CAN,Sydney,Guangzhou,0,0,0,0
TLH,MEM,Tallahassee,Memphis,0,0,0,0
MEM,ROA,Memphis,Roanoke,0,0,0,0
MEM,YWG,Memphis,Winnipeg,0,0,0,0
MEM,GSP,Memphis,Greenville,0,0,0,0
MEM,ANC,Memphis,Anchorage,0,0,0,0
MEM,DXB,Memphis,Dubai,0,0,0,0
DXB,CDG,Dubai,Paris,0,0,0,0
MEM,YYZ,Memphis,Toronto,0,0,0,0
MEM,CHA,Memphis,Chattanooga,0,0,0,0
MEM,YYZ,Memphis,Toronto,0,0,0,0
MEM,ROA,Memphis,Roanoke,0,0,0,0
MEM,HRL,Memphis,Harlingen,0,0,0,0
HNL,MEM,Honolulu,Memphis,0,0,0,0
DXB,BLR,Dubai,Bangalore,0,0,0,0
MEM,OMA,Memphis,Omaha,0,0,0,0
MEM,BNA,Memphis,Nashville,0,0,0,0
DXB,CDG,Dubai,Paris,0,0,0,0
DXB,MXP,Dubai,Milan,0,0,0,0
MEM,TUS,Memphis,Tucson,0,0,0,0
MEM,ELP,Memphis,El Paso,0,0,0,0
MEM,BNA,Memphis,Nashville,0,0,0,0
SYD,CRK,Sydney,Angeles City,0,0,0,0
SIN,HNL,Singapore,Honolulu,0,0,0,0
SIN,HNL,Singapore,Honolulu,0,0,0,0
MEM,YVR,Memphis,Vancouver,0,0,0,0
OAK,LAX,Oakland,Los Angeles,0,0,0,0
MEM,YVR,Memphis,Vancouver,0,0,0,0
OAK,PDX,Oakland,Portland,0,0,0,0
MEM,STN,Memphis,London,0,0,0,0
AFW,TUL,Fort Worth,Tulsa,0,0,0,0
MEM,CHA,Memphis,Chattanooga,0,0,0,0
MEM,TUS,Memphis,Tucson,0,0,0,0
MEM,PDX,Memphis,Portland,0,0,0,0
MEM,RDU,Memphis,Raleigh/Durham,0,0,0,0
MEM,BOI,Memphis,Boise,0,0,0,0
TLH,MEM,Tallahassee,Memphis,0,0,0,0
CHS,BNA,Charleston,Nashville,0,0,0,0
MEM,TLC,Memphis,Toluca,0,0,0,0
MEM,RDU,Memphis,Raleigh/Durham,0,0,0,0
HNL,MEM,Honolulu,Memphis,0,0,0,0
MEM,HSV,Memphis,Huntsville,0,0,0,0
MEM,YWG,Memphis,Winnipeg,0,0,0,0
MEM,CVG,Memphis,Cincinnati,0,0,0,0
MEM,CSG,Memphis,Columbus,0,0,0,0
LCK,IND,Columbus,Indianapolis,0,0,0,0
WAW,CDG,Warsaw,Paris,0,0,0,0
SIN,HNL,Singapore,Honolulu,0,0,0,0
DWC,CDG,Dubai,Paris,0,0,0,0
OAK,RNO,Oakland,Reno,0,0,0,0
MEM,GJT,Memphis,Grand Junction,0,0,0,0
OAK,RNO,Oakland,Reno,0,0,0,0
MEM,GSP,Memphis,Greenville,0,0,0,0
MEM,EVV,Memphis,Evansville,0,0,0,0
MEM,EVV,Memphis,Evansville,0,0,0,0
MEM,DSM,Memphis,Des Moines,0,0,0,0
BHM,MEM,Birmingham,Memphis,0,0,0,0
CRK,KIX,Angeles City,Osaka,0,0,0,0
MEM,YMX,Memphis,Montréal,0,0,0,0
SYD,CAN,Sydney,Guangzhou,0,0,0,0
SEA,LAX,Seattle,Los Angeles,0,0,0,0
MEM,HSV,Memphis,Huntsville,0,0,0,0
MEM,HSV,Memphis,Huntsville,0,0,0,0
MEM,CSG,Memphis,Columbus,0,0,0,0
MEM,GEG,Memphis,Spokane,0,0,0,0
MEM,SHV,Memphis,Shreveport,0,0,0,0
MEM,ANC,Memphis,Anchorage,0,0,0,0
YWG,YVR,Winnipeg,Vancouver,0,0,0,0
MEM,STL,Memphis,St Louis,0,0,0,0
MEM,CSG,Memphis,Columbus,0,0,0,0
MEM,GJT,Memphis,Grand Junction,0,0,0,0
MEM,YYZ,Memphis,Toronto,0,0,0,0
SIN,CAN,Singapore,Guangzhou,0,0,0,0
MEM,MTY,Memphis,Monterrey,0,0,0,0
MEM,YVR,Memphis,Vancouver,0,0,0,0
OAK,LAX,Oakland,Los Angeles,0,0,0,0
MEM,ELP,Memphis,El Paso,0,0,0,0
MEM,YYZ,Memphis,Toronto,0,0,0,0
OAK,LAX,Oakland,Los Angeles,0,0,0,0
MEM,LRD,Memphis,Laredo,0,0,0,0
OAK,RNO,Oakland,Reno,0,0,0,0
MEM,BNA,Memphis,Nashville,0,0,0,0
LCK,IND,Columbus,Indianapolis,0,0,0,0
SIN,HNL,Singapore,Honolulu,0,0,0,0
MEM,GJT,Memphis,Grand Junction,0,0,0,0
MEM,MKE,Memphis,Milwaukee,0,0,0,0
MEM,SLC,Memphis,Salt Lake City,0,0,0,0
OAK,SEA,Oakland,Seattle,0,0,0,0
MEM,YEG,Memphis,Edmonton,0,0,0,0
DWC,CDG,Dubai,Paris,0,0,0,0
MEM,MTY,Memphis,Monterrey,0,0,0,0
OAK,ANC,Oakland,Anchorage,0,0,0,0
PEK,ICN,Beijing,Seoul,0,0,0,0
MEM,EVV,Memphis,Evansville,0,0,0,0
OAK,SAN,Oakland,San Diego,0,0,0,0
MEM,HSV,Memphis,Huntsville,0,0,0,0
MEM,MLU,Memphis,Monroe,0,0,0,0
MEM,TLC,Memphis,Toluca,0,0,0,0
SYD,CAN,Sydney,Guangzhou,0,0,0,0
MEM,GDL,Memphis,Guadalajara,0,0,0,0
OAK,SAN,Oakland,San Diego,0,0,0,0
SYD,CAN,Sydney,Guangzhou,0,0,0,0
MEM,OAK,Memphis,Oakland,0,0,0,0
MEM,OKC,Memphis,Oklahoma City,0,0,0,0
MEM,DSM,Memphis,Des Moines,0,0,0,0
MEM,HSV,Memphis,Huntsville,0,0,0,0
MEM,HRL,Memphis,Harlingen,0,0,0,0
OAK,LAX,Oakland,Los Angeles,0,0,0,0
YYC,GTF,Calgary,Great Falls,0,0,0,0
OAK,SAN,Oakland,San Diego,0,0,0,0
TLH,MEM,Tallahassee,Memphis,0,0,0,0
BNA,IND,Nashville,Indianapolis,0,0,0,0
YYC,YQR,Calgary,Regina,0,0,0,0
MEM,LRD,Memphis,Laredo,0,0,0,0
MEM,YWG,Memphis,Winnipeg,0,0,0,0
MEM,MLU,Memphis,Monroe,0,0,0,0
MEM,LAX,Memphis,Los Angeles,0,0,0,0
MEM,CSG,Memphis,Columbus,0,0,0,0
OAK,SAN,Oakland,San Diego,0,0,0,0
OAK,LAX,Oakland,Los Angeles,0,0,0,0
MEM,MTY,Memphis,Monterrey,0,0,0,0
OAK,ANC,Oakland,Anchorage,0,0,0,0
MEM,STN,Memphis,London,0,0,0,0
MEM,LCK,Memphis,Columbus,0,0,0,0
YWG,YQT,Winnipeg,Thunder Bay,0,0,0,0
YWG,YVR,Winnipeg,Vancouver,0,0,0,0
YYC,YXE,Calgary,Saskatoon,0,0,0,0
MEM,TUS,Memphis,Tucson,0,0,0,0
OAK,ANC,Oakland,Anchorage,0,0,0,0
MEM,DSM,Memphis,Des Moines,0,0,0,0
LCK,IND,Columbus,Indianapolis,0,0,0,0
IND,MEM,Indianapolis,Memphis,0,0,0,0
DWC,MXP,Dubai,Milan,0,0,0,0
MEM,ELP,Memphis,El Paso,0,0,0,0
MEM,GDL,Memphis,Guadalajara,0,0,0,0
MEM,DXB,Memphis,Dubai,0,0,0,0
MEM,PTY,Memphis,Tocumen,0,0,0,0
DFW,ONT,Dallas-Fort Worth,Ontario,0,0,0,0
ANC,CAN,Anchorage,Guangzhou,0,0,0,0
AUS,DFW,Austin,Dallas-Fort Worth,0,0,0,0
MEM,EWR,Memphis,Newark,0,0,0,0
OAK,SAN,Oakland,San Diego,0,0,0,0
SYD,CAN,Sydney,Guangzhou,0,0,0,0
CDG,CAN,Paris,Guangzhou,0,0,0,0
MEM,MLU,Memphis,Monroe,0,0,0,0
YYC,YXE,Calgary,Saskatoon,0,0,0,0
ANC,MEM,Anchorage,Memphis,0,0,0,0
ANC,MEM,Anchorage,Memphis,0,0,0,0
PVD,ACK,Providence,Nantucket,0,0,0,0
STL,IND,St Louis,Indianapolis,0,0,0,0
YYC,YQR,Calgary,Regina,0,0,0,0
MEM,LRD,Memphis,Laredo,0,0,0,0
TPE,HKG,Taipei,Hong Kong,0,0,0,0
MEM,LCK,Memphis,Columbus,0,0,0,0
CDG,BGR,Paris,Bangor,0,0,0,0
OAK,ANC,Oakland,Anchorage,0,0,0,0
TPE,HKG,Taipei,Hong Kong,0,0,0,0
CID,MSN,Cedar Rapids,Madison,0,0,0,0
HNL,SYD,Honolulu,Sydney,0,0,0,0
PVD,MVY,Providence,Martha's Vineyard,0,0,0,0
ICN,CRK,Seoul,Angeles City,0,0,0,0
TPE,HKG,Taipei,Hong Kong,0,0,0,0
MEM,MLU,Memphis,Monroe,0,0,0,0
BNA,IND,Nashville,Indianapolis,0,0,0,0
DFW,ONT,Dallas-Fort Worth,Ontario,0,0,0,0
OAK,PDX,Oakland,Portland,0,0,0,0
MEM,YEG,Memphis,Edmonton,0,0,0,0
MEM,CDG,Memphis,Paris,0,0,0,0
MEM,LFT,Memphis,Lafayette,0,0,0,0
YYC,YQR,Calgary,Regina,0,0,0,0
MEM,VCP,Memphis,Sao Paulo,0,0,0,0
AFW,ANC,Fort Worth,Anchorage,0,0,0,0
PIT,IND,Pittsburgh,Indianapolis,0,0,0,0
LCK,IND,Columbus,Indianapolis,0,0,0,0
OAK,ANC,Oakland,Anchorage,0,0,0,0
HNL,LAX,Honolulu,Los Angeles,0,0,0,0
PIT,IND,Pittsburgh,Indianapolis,0,0,0,0
PKB,IND,Parkersburg,Indianapolis,0,0,0,0
NRT,KIX,Tokyo,Osaka,0,0,0,0
PVD,EWR,Providence,Newark,0,0,0,0
BNA,IND,Nashville,Indianapolis,0,0,0,0
YYC,YXE,Calgary,Saskatoon,0,0,0,0
HNL,SYD,Honolulu,Sydney,0,0,0,0
STL,IND,St Louis,Indianapolis,0,0,0,0
PVD,ACK,Providence,Nantucket,0,0,0,0
MEM,PTY,Memphis,Tocumen,0,0,0,0
YYC,YQR,Calgary,Regina,0,0,0,0
KIX,HAN,Osaka,Hanoi,0,0,0,0
MEM,ANC,Memphis,Anchorage,0,0,0,0
MEM,DXB,Memphis,Dubai,0,0,0,0
YWG,YVR,Winnipeg,Vancouver,0,0,0,0
MEM,SAT,Memphis,San Antonio,0,0,0,0
CID,MSN,Cedar Rapids,Madison,0,0,0,0
STL,IND,St Louis,Indianapolis,0,0,0,0
DTW,IND,Detroit,Indianapolis,0,0,0,0
MEM,PBI,Memphis,West Palm Beach,0,0,0,0
OAK,ANC,Oakland,Anchorage,0,0,0,0
PIT,IND,Pittsburgh,Indianapolis,0,0,0,0
MCO,TPA,Orlando,Tampa,0,0,0,0
YYC,YXE,Calgary,Saskatoon,0,0,0,0
DTW,IND,Detroit,Indianapolis,0,0,0,0
JAX,FLL,Jacksonville,Fort Lauderdale,0,0,0,0
MEM,CGN,Memphis,Cologne,0,0,0,0
ANC,PVG,Anchorage,Shanghai,0,0,0,0
PIT,SCE,Pittsburgh,State College,0,0,0,0
KIX,HAN,Osaka,Hanoi,0,0,0,0
OAK,ANC,Oakland,Anchorage,0,0,0,0
MEM,CDG,Memphis,Paris,0,0,0,0
ANC,MEM,Anchorage,Memphis,0,0,0,0
TPE,HKG,Taipei,Hong Kong,0,0,0,0
JAX,FLL,Jacksonville,Fort Lauderdale,0,0,0,0
MEM,PTY,Memphis,Tocumen,0,0,0,0
MEM,PTY,Memphis,Tocumen,0,0,0,0
FWA,SBN,Fort Wayne,South Bend,0,0,0,0
GRR,RST,Grand Rapids,Rochester,0,0,0,0
YWG,YVR,Winnipeg,Vancouver,0,0,0,0
YYC,YQR,Calgary,Regina,0,0,0,0
MEM,IND,Memphis,Indianapolis,0,0,0,0
SAT,LRD,San Antonio,Laredo,0,0,0,0
FWA,SBN,Fort Wayne,South Bend,0,0,0,0
BKK,SGN,Bangkok,Ho Chi Minh City,0,0,0,0
SAT,LRD,San Antonio,Laredo,0,0,0,0
TPE,HKG,Taipei,Hong Kong,0,0,0,0
PVD,ACK,Providence,Nantucket,0,0,0,0
PIT,SCE,Pittsburgh,State College,0,0,0,0
MEM,PDX,Memphis,Portland,0,0,0,0
DXB,LGG,Dubai,Liege,0,0,0,0
YWG,YQT,Winnipeg,Thunder Bay,0,0,0,0
PIT,IND,Pittsburgh,Indianapolis,0,0,0,0
MEM,YYZ,Memphis,Toronto,0,0,0,0
DEL,CAN,New Delhi,Guangzhou,0,0,0,0
OAK,SEA,Oakland,Seattle,0,0,0,0
CLE,IND,Cleveland,Indianapolis,0,0,0,0
MKE,MQT,Milwaukee,Marquette,0,0,0,0
YYC,YVR,Calgary,Vancouver,0,0,0,0
PVD,ACK,Providence,Nantucket,0,0,0,0
YWG,YQT,Winnipeg,Thunder Bay,0,0,0,0
YYC,YXE,Calgary,Saskatoon,0,0,0,0
IND,MEM,Indianapolis,Memphis,0,0,0,0
SAT,LRD,San Antonio,Laredo,0,0,0,0
CLE,IND,Cleveland,Indianapolis,0,0,0,0
MKE,MQT,Milwaukee,Marquette,0,0,0,0
PVD,MVY,Providence,Martha's Vineyard,0,0,0,0
CLE,IND,Cleveland,Indianapolis,0,0,0,0
DTW,IND,Detroit,Indianapolis,0,0,0,0
DXB,CDG,Dubai,Paris,0,0,0,0
DXB,CDG,Dubai,Paris,0,0,0,0
HTS,MEM,Huntington,Memphis,0,0,0,0
HTS,MEM,Huntington,Memphis,0,0,0,0
BNA,IND,Nashville,Indianapolis,0,0,0,0
PIT,SCE,Pittsburgh,State College,0,0,0,0
GRR,RST,Grand Rapids,Rochester,0,0,0,0
MSN,ATW,Madison,Appleton,0,0,0,0
STL,IND,St Louis,Indianapolis,0,0,0,0
PVD,MVY,Providence,Martha's Vineyard,0,0,0,0
MSY,DFW,New Orleans,Dallas-Fort Worth,0,0,0,0
MEM,EVV,Memphis,Evansville,0,0,0,0
MCO,MEM,Orlando,Memphis,0,0,0,0
YWG,YQT,Winnipeg,Thunder Bay,0,0,0,0
DTW,MEM,Detroit,Memphis,0,0,0,0
DTW,MEM,Detroit,Memphis,0,0,0,0
MSN,ATW,Madison,Appleton,0,0,0,0
PIT,SCE,Pittsburgh,State College,0,0,0,0
ORD,IND,Chicago,Indianapolis,0,0,0,0
DTW,ORD,Detroit,Chicago,0,0,0,0
SAT,LRD,San Antonio,Laredo,0,0,0,0
BOS,MDT,Boston,Harrisburg,0,0,0,0
DWC,LGG,Dubai,Liege,0,0,0,0
YYC,YVR,Calgary,Vancouver,0,0,0,0
MKE,MQT,Milwaukee,Marquette,0,0,0,0
MKE,MQT,Milwaukee,Marquette,0,0,0,0
BMI,MSN,Bloomington-Normal,Madison,0,0,0,0
JAX,ATL,Jacksonville,Atlanta,0,0,0,0
BOM,CAN,Mumbai,Guangzhou,0,0,0,0
AUS,MEM,Austin,Memphis,0,0,0,0
IAH,MEM,Houston,Memphis,0,0,0,0
YYC,YVR,Calgary,Vancouver,0,0,0,0
OAK,KIX,Oakland,Osaka,0,0,0,0
MEM,TPA,Memphis,Tampa,0,0,0,0
PVD,ACK,Providence,Nantucket,0,0,0,0
PIT,SCE,Pittsburgh,State College,0,0,0,0
CID,MSN,Cedar Rapids,Madison,0,0,0,0
ORD,IND,Chicago,Indianapolis,0,0,0,0
CID,MSN,Cedar Rapids,Madison,0,0,0,0
GRR,RST,Grand Rapids,Rochester,0,0,0,0
PVD,MHT,Providence,Manchester,0,0,0,0
AUS,SJT,Austin,San Angelo,0,0,0,0
HTS,MEM,Huntington,Memphis,0,0,0,0
FLL,DFW,Fort Lauderdale,Dallas-Fort Worth,0,0,0,0
MCO,TPA,Orlando,Tampa,0,0,0,0
GRR,CIU,Grand Rapids,Sault Ste Marie,0,0,0,0
TPE,CRK,Taipei,Angeles City,0,0,0,0
CHS,MEM,Charleston,Memphis,0,0,0,0
CHS,MEM,Charleston,Memphis,0,0,0,0
MEM,BUR,Memphis,Burbank,0,0,0,0
OAK,HNL,Oakland,Honolulu,0,0,0,0
PVD,MVY,Providence,Martha's Vineyard,0,0,0,0
YWG,YQT,Winnipeg,Thunder Bay,0,0,0,0
MCO,ATL,Orlando,Atlanta,0,0,0,0
CHS,MEM,Charleston,Memphis,0,0,0,0
OAK,HNL,Oakland,Honolulu,0,0,0,0
MEM,ANC,Memphis,Anchorage,0,0,0,0
PVD,MVY,Providence,Martha's Vineyard,0,0,0,0
OAK,ANC,Oakland,Anchorage,0,0,0,0
NRT,PVG,Tokyo,Shanghai,0,0,0,0
NRT,PVG,Tokyo,Shanghai,0,0,0,0
SJU,MEM,San Juan,Memphis,0,0,0,0
IND,CGN,Indianapolis,Cologne,0,0,0,0
PIT,SCE,Pittsburgh,State College,0,0,0,0
MEM,PTY,Memphis,Tocumen,0,0,0,0
FWA,SBN,Fort Wayne,South Bend,0,0,0,0
PWM,PQI,Portland,Presque Isle,0,0,0,0
HTS,MEM,Huntington,Memphis,0,0,0,0
YWG,YQT,Winnipeg,Thunder Bay,0,0,0,0
SJO,MEM,San Jose,Memphis,0,0,0,0
PEK,ICN,Beijing,Seoul,0,0,0,0
GRR,TVC,Grand Rapids,Traverse City,0,0,0,0
CHS,MEM,Charleston,Memphis,0,0,0,0
OAK,NRT,Oakland,Tokyo,0,0,0,0
FWA,SBN,Fort Wayne,South Bend,0,0,0,0
BDR,EWR,Bridgeport,Newark,0,0,0,0
AUS,SJT,Austin,San Angelo,0,0,0,0
RNO,BOI,Reno,Boise,0,0,0,0
PIT,SCE,Pittsburgh,State College,0,0,0,0
MVY,PVD,Martha's Vineyard,Providence,0,0,0,0
DTW,LCK,Detroit,Columbus,0,0,0,0
AUS,SJT,Austin,San Angelo,0,0,0,0
AUS,SJT,Austin,San Angelo,0,0,0,0
IAH,MEM,Houston,Memphis,0,0,0,0
PVD,MHT,Providence,Manchester,0,0,0,0
TPE,CRK,Taipei,Angeles City,0,0,0,0
OAK,HNL,Oakland,Honolulu,0,0,0,0
YYZ,YVR,Toronto,Vancouver,0,0,0,0
BUD,LGG,Budapest,Liege,0,0,0,0
FLL,DFW,Fort Lauderdale,Dallas-Fort Worth,0,0,0,0
OAK,NRT,Oakland,Tokyo,0,0,0,0
NRT,SIN,Tokyo,Singapore,0,0,0,0
ORD,MKE,Chicago,Milwaukee,0,0,0,0
ANC,OAK,Anchorage,Oakland,0,0,0,0
ANC,MEM,Anchorage,Memphis,0,0,0,0
RNO,BOI,Reno,Boise,0,0,0,0
TPE,CRK,Taipei,Angeles City,0,0,0,0
OAK,HNL,Oakland,Honolulu,0,0,0,0
DTW,IND,Detroit,Indianapolis,0,0,0,0
IAH,MEM,Houston,Memphis,0,0,0,0
GRR,PLN,Grand Rapids,Pellston,0,0,0,0
NRT,KIX,Tokyo,Osaka,0,0,0,0
PIT,SCE,Pittsburgh,State College,0,0,0,0
CLE,ERI,Cleveland,Erie,0,0,0,0
IAH,ONT,Houston,Ontario,0,0,0,0
FLL,DFW,Fort Lauderdale,Dallas-Fort Worth,0,0,0,0
GRR,PLN,Grand Rapids,Pellston,0,0,0,0
ANC,MEM,Anchorage,Memphis,0,0,0,0
ANC,MEM,Anchorage,Memphis,0,0,0,0
MSN,ATW,Madison,Appleton,0,0,0,0
PKB,IND,Parkersburg,Indianapolis,0,0,0,0
CLE,MEM,Cleveland,Memphis,0,0,0,0
CLE,MEM,Cleveland,Memphis,0,0,0,0
PIT,SCE,Pittsburgh,State College,0,0,0,0
YYC,YVR,Calgary,Vancouver,0,0,0,0
CLE,IND,Cleveland,Indianapolis,0,0,0,0
PIT,SCE,Pittsburgh,State College,0,0,0,0
PKB,IND,Parkersburg,Indianapolis,0,0,0,0
ANC,IND,Anchorage,Indianapolis,0,0,0,0
GRR,RST,Grand Rapids,Rochester,0,0,0,0
BWI,IND,Baltimore,Indianapolis,0,0,0,0
ACK,PVD,Nantucket,Providence,0,0,0,0
IAD,ORD,Washington,Chicago,0,0,0,0
KUL,PEN,Kuala Lumpur,Penang,0,0,0,0
PIT,SCE,Pittsburgh,State College,0,0,0,0
GRR,TVC,Grand Rapids,Traverse City,0,0,0,0
ANC,IND,Anchorage,Indianapolis,0,0,0,0
ANC,MEM,Anchorage,Memphis,0,0,0,0
SZX,KIX,Shenzhen,Osaka,0,0,0,0
CLE,ERI,Cleveland,Erie,0,0,0,0
CLE,ERI,Cleveland,Erie,0,0,0,0
KUL,PEN,Kuala Lumpur,Penang,0,0,0,0
LAX,MEM,Los Angeles,Memphis,0,0,0,0
ANC,OAK,Anchorage,Oakland,0,0,0,0
TPA,MEM,Tampa,Memphis,0,0,0,0
